"chr","tss","refseq_id","gene_symbol"
"chr6",136610989,"NM_001077440","BCLAF1"
"chr14",21737638,"NM_001077442","HNRNPC"
"chrX",46771711,"NM_001077445","JADE3"
"chr19",54695065,"NM_001077446","TSEN34"
"chr1",42922165,"NM_001077447","PPCS"
"chr1",161208000,"NM_001077469","NR1I3"
"chr12",46663208,"NM_001077484","SLC38A1"
"chr19",51456344,"NM_001077491","KLK5"
"chr10",104154335,"NM_001077494","NFKB2"
"chr6",30524486,"NM_001077497","PRR3"
"chr17",27169857,"NM_001077498","FAM222B"
"chr19",51523431,"NM_001077500","KLK10"
"chr17",47925379,"NM_001077503","TAC4"
"chr6",31126303,"NM_001077511","TCF19"
"chr6",33168603,"NM_001077516","SLC39A7"
"chr3",9691117,"NM_001077525","MTMR14"
"chr8",143751412,"NM_001077527","JRK"
"chr14",103566481,"NM_001077594","EXOC3L4"
"chr8",59323823,"NM_001077619","UBXN2B"
"chr17",74536121,"NM_001077620","PRCD"
"chr7",73082174,"NM_001077621","VPS37D"
"chr19",9879410,"NM_001077624","ZNF846"
"chr1",150241609,"NM_001077628","APH1A"
"chr2",132121731,"NM_001077637","RAB6D"
"chr11",114466484,"NM_001077639","NXPE4"
"chr7",35293711,"NM_001077653","TBX20"
"chr5",118604387,"NM_001077654","TNFAIP8"
"chr3",196242237,"NM_001077657","SMCO1"
"chr7",43946668,"NM_001077663","URGCP"
"chr10",51748078,"NM_001077665","AGAP6"
"chr11",111742305,"NM_001077690","ALG9"
"chr5",138842328,"NM_001077693","ECSCR"
"chrY",9365489,"NM_001077697","TSPY3"
"chrY",9236030,"NM_001077697","TSPY3"
"chr1",67390578,"NM_001077700","MIER1"
"chr6",139117248,"NM_001077706","ECT2L"
"chr2",46588,"NM_001077710","FAM110C"
"chr21",31710012,"NM_001077711","KRTAP27-1"
"chr1",101185196,"NM_001078","VCAM1"
"chr17",56084707,"NM_001078166","SRSF1"
"chr2",88125286,"NM_001078170","RGPD2"
"chr2",87140935,"NM_001078170","RGPD2"
"chrX",134166333,"NM_001078171","RTL8C"
"chrX",134186221,"NM_001078172","RTL8A"
"chrX",134156566,"NM_001078173","RTL8B"
"chr13",115000362,"NM_001078645","CDC16"
"chr11",67236748,"NM_001078650","TMEM134"
"chr2",98330031,"NM_001079","ZAP70"
"chr16",10912621,"NM_001079512","TVP23A"
"chr16",4897632,"NM_001079514","UBN1"
"chr1",235530675,"NM_001079515","TBCE"
"chr10",52499688,"NM_001079516","ASAH2B"
"chr17",38210889,"NM_001079518","MED24"
"chr14",35514113,"NM_001079519","FAM177A1"
"chr14",59104757,"NM_001079520","DACT1"
"chr14",56046925,"NM_001079521","KTN1"
"chr4",57302269,"NM_001079524","PAICS"
"chr2",214016333,"NM_001079526","IKZF2"
"chr16",16317328,"NM_001079528","ABCC6"
"chr2",131357251,"NM_001079530","CFC1B"
"chr2",131278667,"NM_001079530","CFC1B"
"chr15",83240573,"NM_001079533","CPEB1"
"chr11",3663546,"NM_001079536","ART5"
"chr14",39639634,"NM_001079537","TRAPPC6B"
"chr22",29196560,"NM_001079539","XBP1"
"chr11",62494857,"NM_001079559","HNRNPUL2"
"chr7",4169317,"NM_001079653","SDK1"
"chr14",36989430,"NM_001079668","NKX2-1"
"chr13",101327189,"NM_001079669","TMTC4"
"chr13",50018262,"NM_001079670","CAB39L"
"chr13",49550048,"NM_001079673","FNDC3A"
"chr17",41623800,"NM_001079675","ETV4"
"chr5",175788810,"NM_001079684","KIAA1191"
"chr13",33002315,"NM_001079691","N4BP2L1"
"chr11",60163487,"NM_001079692","MS4A14"
"chr9",108320411,"NM_001079802","FKTN"
"chr11",60970985,"NM_001079807","PGA3"
"chr11",60989821,"NM_001079808","PGA4"
"chr1",202976536,"NM_001079809","TMEM183BP"
"chr2",167744997,"NM_001079810","XIRP2"
"chr5",140998622,"NM_001079812","DIAPH1"
"chr12",10323198,"NM_001079815","TMEM52B"
"chr1",247579458,"NM_001079821","NLRP3"
"chr4",17516788,"NM_001079827","CLRN2"
"chr4",48833244,"NM_001079839","OCIAD1"
"chr16",3930121,"NM_001079846","CREBBP"
"chrX",2746863,"NM_001079855","GYG2"
"chrX",19140755,"NM_001079858","ADGRG2"
"chr2",120124500,"NM_001079862","DBI"
"chr7",27779714,"NM_001079864","TAX1BP1"
"chr2",219524379,"NM_001079866","BCS1L"
"chr17",39890898,"NM_001079870","HAP1"
"chrX",119694817,"NM_001079872","CUL4B"
"chr1",108231126,"NM_001079874","VAV3"
"chr7",102257205,"NM_001079877","RASA4"
"chr2",98962618,"NM_001079878","CNGA3"
"chr19",47220384,"NM_001079880","PRKD2"
"chrX",47990039,"NM_001079900","SPACA5B"
"chrX",47867170,"NM_001079900","SPACA5B"
"chr19",54041333,"NM_001079906","ZNF331"
"chr12",85430099,"NM_001079910","LRRIQ1"
"chr4",88571454,"NM_001079911","DMP1"
"chr19",9361720,"NM_001079935","OR7E24"
"chr6",24495197,"NM_001080","ALDH5A1"
"chr10",88428426,"NM_001080114","LDB3"
"chr2",202098166,"NM_001080124","CASP8"
"chrX",120105058,"NM_001080137","CT47A10"
"chrX",120109918,"NM_001080137","CT47A10"
"chrX",120066151,"NM_001080137","CT47A10"
"chrX",120100198,"NM_001080137","CT47A10"
"chrX",120075873,"NM_001080137","CT47A10"
"chrX",120071012,"NM_001080137","CT47A10"
"chrX",120085594,"NM_001080137","CT47A10"
"chrX",120114778,"NM_001080137","CT47A10"
"chrX",120080733,"NM_001080137","CT47A10"
"chrX",120100198,"NM_001080138","CT47A9"
"chrX",120109918,"NM_001080138","CT47A9"
"chrX",120085594,"NM_001080138","CT47A9"
"chrX",120114778,"NM_001080138","CT47A9"
"chrX",120105058,"NM_001080138","CT47A9"
"chrX",120071012,"NM_001080138","CT47A9"
"chrX",120080733,"NM_001080138","CT47A9"
"chrX",120075873,"NM_001080138","CT47A9"
"chrX",120066151,"NM_001080138","CT47A9"
"chrX",120066151,"NM_001080139","CT47A8"
"chrX",120085594,"NM_001080139","CT47A8"
"chrX",120100198,"NM_001080139","CT47A8"
"chrX",120114778,"NM_001080139","CT47A8"
"chrX",120105058,"NM_001080139","CT47A8"
"chrX",120075873,"NM_001080139","CT47A8"
"chrX",120080733,"NM_001080139","CT47A8"
"chrX",120109918,"NM_001080139","CT47A8"
"chrX",120071012,"NM_001080139","CT47A8"
"chrX",120090454,"NM_001080140","CT47A7"
"chrX",120114778,"NM_001080141","CT47A6"
"chrX",120071012,"NM_001080141","CT47A6"
"chrX",120109918,"NM_001080141","CT47A6"
"chrX",120095337,"NM_001080141","CT47A6"
"chrX",120080733,"NM_001080141","CT47A6"
"chrX",120085594,"NM_001080141","CT47A6"
"chrX",120100198,"NM_001080141","CT47A6"
"chrX",120075873,"NM_001080141","CT47A6"
"chrX",120119638,"NM_001080141","CT47A6"
"chrX",120105058,"NM_001080141","CT47A6"
"chrX",120066151,"NM_001080142","CT47A5"
"chrX",120109918,"NM_001080142","CT47A5"
"chrX",120105058,"NM_001080142","CT47A5"
"chrX",120100198,"NM_001080142","CT47A5"
"chrX",120071012,"NM_001080142","CT47A5"
"chrX",120114778,"NM_001080142","CT47A5"
"chrX",120080733,"NM_001080142","CT47A5"
"chrX",120075873,"NM_001080142","CT47A5"
"chrX",120085594,"NM_001080142","CT47A5"
"chrX",120071012,"NM_001080143","CT47A4"
"chrX",120066151,"NM_001080143","CT47A4"
"chrX",120100198,"NM_001080143","CT47A4"
"chrX",120109918,"NM_001080143","CT47A4"
"chrX",120114778,"NM_001080143","CT47A4"
"chrX",120075873,"NM_001080143","CT47A4"
"chrX",120105058,"NM_001080143","CT47A4"
"chrX",120085594,"NM_001080143","CT47A4"
"chrX",120080733,"NM_001080143","CT47A4"
"chrX",120075873,"NM_001080144","CT47A3"
"chrX",120105058,"NM_001080144","CT47A3"
"chrX",120114778,"NM_001080144","CT47A3"
"chrX",120085594,"NM_001080144","CT47A3"
"chrX",120066151,"NM_001080144","CT47A3"
"chrX",120080733,"NM_001080144","CT47A3"
"chrX",120071012,"NM_001080144","CT47A3"
"chrX",120109918,"NM_001080144","CT47A3"
"chrX",120100198,"NM_001080144","CT47A3"
"chrX",120080733,"NM_001080145","CT47A2"
"chrX",120066151,"NM_001080145","CT47A2"
"chrX",120109918,"NM_001080145","CT47A2"
"chrX",120085594,"NM_001080145","CT47A2"
"chrX",120071012,"NM_001080145","CT47A2"
"chrX",120100198,"NM_001080145","CT47A2"
"chrX",120075873,"NM_001080145","CT47A2"
"chrX",120114778,"NM_001080145","CT47A2"
"chrX",120105058,"NM_001080145","CT47A2"
"chrX",120075873,"NM_001080146","CT47A1"
"chrX",120100198,"NM_001080146","CT47A1"
"chrX",120119638,"NM_001080146","CT47A1"
"chrX",120071012,"NM_001080146","CT47A1"
"chrX",120114778,"NM_001080146","CT47A1"
"chrX",120105058,"NM_001080146","CT47A1"
"chrX",120066151,"NM_001080146","CT47A1"
"chrX",120080733,"NM_001080146","CT47A1"
"chrX",120109918,"NM_001080146","CT47A1"
"chrX",120085594,"NM_001080146","CT47A1"
"chr12",57871728,"NM_001080156","ARHGAP9"
"chr18",5892103,"NM_001080209","TMEM200C"
"chr6",163148164,"NM_001080378","PACRG"
"chr17",42908179,"NM_001080383","GJC1"
"chr2",231280871,"NM_001080391","SP100"
"chr7",141401953,"NM_001080392","DENND11"
"chr3",72937385,"NM_001080393","GXYLT2"
"chr8",48173470,"NM_001080394","SPIDR"
"chr17",79139872,"NM_001080395","AATK"
"chr13",108519460,"NM_001080396","NALF1"
"chr1",8378145,"NM_001080397","SLC45A1"
"chr9",114247025,"NM_001080398","ECPAS"
"chr8",133071627,"NM_001080399","OC90"
"chr19",4517716,"NM_001080400","PLIN4"
"chr19",46001731,"NM_001080401","PPM1N"
"chr19",12163782,"NM_001080404","ZNF878"
"chr12",27235455,"NM_001080406","C12orf71"
"chr11",134146275,"NM_001080407","GLB1L3"
"chr14",75330537,"NM_001080408","PROX2"
"chr19",22966973,"NM_001080409","ZNF99"
"chr2",73496758,"NM_001080410","FBXO41"
"chr19",12146556,"NM_001080411","ZNF433"
"chr3",141043055,"NM_001080412","ZBTB38"
"chr7",144107320,"NM_001080413","NOBOX"
"chr14",91884188,"NM_001080414","CCDC88C"
"chr3",142720372,"NM_001080415","U2SURP"
"chr8",67525484,"NM_001080416","MYBL1"
"chr16",30798523,"NM_001080417","ZNF629"
"chr1",35395186,"NM_001080418","DLGAP3"
"chr17",73780920,"NM_001080419","UNK"
"chr19",17799008,"NM_001080421","UNC13A"
"chr3",14581850,"NM_001080423","GRIP2"
"chr17",7743235,"NM_001080424","KDM6B"
"chrX",102470020,"NM_001080425","BEX4"
"chr1",167064087,"NM_001080426","STYXL2"
"chr2",137748462,"NM_001080427","THSD7B"
"chr19",7660788,"NM_001080429","CAMSAP3"
"chr16",52580806,"NM_001080430","TOX3"
"chr8",142238673,"NM_001080431","SLC45A4"
"chr16",53737875,"NM_001080432","FTO"
"chr2",56411258,"NM_001080433","CCDC85A"
"chr19",49016446,"NM_001080434","LMTK3"
"chr15",83478380,"NM_001080435","WHAMM"
"chr19",34972880,"NM_001080436","WTIP"
"chr2",241938255,"NM_001080437","SNED1"
"chr1",33786699,"NM_001080438","A3GALT2"
"chr17",56565762,"NM_001080439","HSF5"
"chr3",161214596,"NM_001080440","OTOL1"
"chr11",118398210,"NM_001080441","TTC36"
"chr16",84075762,"NM_001080442","SLC38A8"
"chr21",41117334,"NM_001080444","IGSF5"
"chr11",45928833,"NM_001080446","C11orf94"
"chr3",96533425,"NM_001080448","EPHA6"
"chr10",70231730,"NM_001080449","DNA2"
"chr6",107435636,"NM_001080450","BEND3"
"chr14",94919122,"NM_001080451","SERPINA11"
"chr19",6737633,"NM_001080452","GPR108"
"chr7",1544018,"NM_001080453","INTS1"
"chr12",7456928,"NM_001080454","ACSM4"
"chr19",56704421,"NM_001080456","ZSCAN5B"
"chr19",51071302,"NM_001080457","LRRC4B"
"chr2",176948690,"NM_001080458","EVX2"
"chr3",169539710,"NM_001080460","LRRIQ4"
"chr7",1272654,"NM_001080461","UNCX"
"chr15",72690668,"NM_001080462","TMEM202"
"chr11",102980160,"NM_001080463","DYNC2H1"
"chr14",104552023,"NM_001080464","ASPG"
"chr17",36997642,"NM_001080465","C17orf98"
"chr17",72357958,"NM_001080466","BTBD17"
"chr18",47721451,"NM_001080467","MYO5B"
"chr19",39694906,"NM_001080468","SYCN"
"chr19",46234151,"NM_001080469","FBXO46"
"chr1",120190390,"NM_001080470","ZNF697"
"chr1",156863523,"NM_001080471","PEAR1"
"chr20",42939889,"NM_001080472","FITM2"
"chr2",24232953,"NM_001080473","MFSD2B"
"chr2",74011316,"NM_001080474","C2orf78"
"chr2",208890284,"NM_001080475","PLEKHM3"
"chr4",42895283,"NM_001080476","GRXCR1"
"chr4",183245137,"NM_001080477","TENM3"
"chr5",191626,"NM_001080478","LRRC14B"
"chr5",72921983,"NM_001080479","ARHGEF28"
"chr6",20212695,"NM_001080480","MBOAT1"
"chr6",99963252,"NM_001080481","USP45"
"chr9",139738867,"NM_001080482","AJM1"
"chr9",136390068,"NM_001080483","MYMK"
"chrX",152599613,"NM_001080485","ZNF275"
"chr16",88933068,"NM_001080487","PABPN1L"
"chr19",1753662,"NM_001080488","ONECUT3"
"chrX",48620154,"NM_001080489","GLOD5"
"chr10",11574279,"NM_001080491","USP6NL"
"chr16",58328951,"NM_001080492","PRSS54"
"chr19",11849824,"NM_001080493","ZNF823"
"chr1",51787940,"NM_001080494","TTC39A"
"chr9",35749277,"NM_001080496","RGP1"
"chr9",123476765,"NM_001080497","MEGF9"
"chr2",215276461,"NM_001080500","VWC2L"
"chr11",62559486,"NM_001080501","TMEM223"
"chr19",11457181,"NM_001080503","CCDC159"
"chr2",238707388,"NM_001080504","RBM44"
"chr4",42399856,"NM_001080505","SHISA3"
"chr4",83483126,"NM_001080506","TMEM150C"
"chr6",74079515,"NM_001080507","OOEP"
"chr6",85473954,"NM_001080508","TBX18"
"chr12",31079838,"NM_001080509","TSPAN11"
"chr17",74722912,"NM_001080510","METTL23"
"chr7",139208674,"NM_001080511","CLEC2L"
"chr10",60272904,"NM_001080512","BICC1"
"chr3",194072057,"NM_001080513","CPN2"
"chr9",136445368,"NM_001080515","FAM163B"
"chr5",145252531,"NM_001080516","GRXCR2"
"chr3",9439384,"NM_001080517","SETD5"
"chr10",90484301,"NM_001080518","LIPK"
"chr11",13030970,"NM_001080521","RASSF10"
"chr4",15471489,"NM_001080522","CC2D2A"
"chr19",4902879,"NM_001080523","ARRDC5"
"chr16",3545421,"NM_001080524","C16orf90"
"chr3",48369831,"NM_001080525","SPINK8"
"chr8",82373758,"NM_001080526","FABP9"
"chr2",128293378,"NM_001080527","MYO7B"
"chr3",49229291,"NM_001080528","C3orf84"
"chr7",29846170,"NM_001080529","WIPF3"
"chr4",146601356,"NM_001080531","C4orf51"
"chr15",81666418,"NM_001080532","TMC3"
"chr12",121148238,"NM_001080533","UNC119B"
"chr15",54305101,"NM_001080534","UNC13C"
"chr3",63638344,"NM_001080537","SNTN"
"chr7",134233849,"NM_001080538","AKR1B15"
"chr2",197504356,"NM_001080539","CCDC150"
"chr15",41952610,"NM_001080541","MGA"
"chr17",73937119,"NM_001080542","FBF1"
"chr19",3626813,"NM_001080543","CACTIN"
"chr2",182850551,"NM_001080545","PPP1R1C"
"chr11",124981604,"NM_001080546","TMEM218"
"chr11",47400127,"NM_001080547","SPI1"
"chr9",114521813,"NM_001080551","SHOC1"
"chr12",13256630,"NM_001080554","GSG1"
"chr17",9479944,"NM_001080556","CFAP52"
"chr3",186080023,"NM_001080744","DGKG"
"chr19",55315067,"NM_001080770","KIR2DL4"
"chr17",1396001,"NM_001080779","MYO1C"
"chrX",148669116,"NM_001080790","MAGEA9B"
"chrX",148863593,"NM_001080790","MAGEA9B"
"chr15",40857256,"NM_001080791","CCDC32"
"chr19",12512088,"NM_001080821","ZNF799"
"chr2",85108369,"NM_001080824","TRABD2A"
"chr12",122150658,"NM_001080825","TMEM120B"
"chr8",8239344,"NM_001080826","PRAG1"
"chr1",12834991,"NM_001080830","PRAMEF12"
"chr2",240982399,"NM_001080835","PRR21"
"chr10",15001438,"NM_001080836","MEIG1"
"chr17",26692173,"NM_001080837","SEBOX"
"chr22",24322339,"NM_001080843","GSTT2B"
"chr22",24303368,"NM_001080843","GSTT2B"
"chr9",139258263,"NM_001080849","DNLZ"
"chr1",43000560,"NM_001080850","CCDC30"
"chrX",72095622,"NM_001080851","DMRTC1B"
"chrX",72064876,"NM_001080851","DMRTC1B"
"chr12",120703574,"NM_001080855","PXN"
"chr6",144385735,"NM_001080951","PLAGL1"
"chrX",16964814,"NM_001080975","REPS2"
"chr6",116601283,"NM_001080976","DSE"
"chr19",54785033,"NM_001080978","LILRB2"
"chr19",12941230,"NM_001080997","RTBDN"
"chr10",135440299,"NM_001080998","FRG2B"
"chr10",17171816,"NM_001081","CUBN"
"chr8",146078963,"NM_001081003","COMMD5"
"chr19",54761171,"NM_001081442","LILRB5"
"chr19",54746711,"NM_001081450","LILRB3"
"chr3",150966998,"NM_001081455","P2RY14"
"chr17",74722881,"NM_001081461","JMJD6"
"chr11",62572964,"NM_001081491","NXF1"
"chr12",52585784,"NM_001081492","KRT80"
"chrX",122866904,"NM_001081550","THOC2"
"chr8",7287870,"NM_001081551","DEFB103A"
"chr8",7738726,"NM_001081551","DEFB103A"
"chr8",7705402,"NM_001081552","SPAG11A"
"chr7",99036563,"NM_001081559","CPSF4"
"chr19",46285815,"NM_001081560","DMPK"
"chrX",153979358,"NM_001081573","GAB3"
"chr19",55141968,"NM_001081637","LILRB1"
"chr8",48872743,"NM_001081640","PRKDC"
"chr8",124665190,"NM_001081675","KLHL38"
"chr2",166060577,"NM_001081676","SCN3A"
"chr2",169757750,"NM_001081686","G6PC2"
"chr17",63133456,"NM_001081955","RGS9"
"chr1",112106625,"NM_001081976","TMIGD3"
"chr19",16008930,"NM_001082","CYP4F2"
"chr8",144718332,"NM_001082480","ZNF623"
"chr16",67694718,"NM_001082486","ACD"
"chr17",50237161,"NM_001082533","CA10"
"chr12",111051832,"NM_001082537","TCTN1"
"chr19",51728335,"NM_001082618","CD33"
"chr11",111944895,"NM_001082619","PIH1D2"
"chr12",125348519,"NM_001082959","SCARB1"
"chr22",48885272,"NM_001082967","TAFA5"
"chr11",111944968,"NM_001082969","NKAPD1"
"chr12",25348094,"NM_001082972","DNAI7"
"chr4",120549981,"NM_001083","PDE5A"
"chr20",62338794,"NM_001083113","ZGPAT"
"chr10",72362531,"NM_001083116","PRF1"
"chr9",40700291,"NM_001083124","SPATA31A3"
"chr3",191178952,"NM_001083308","PYDC2"
"chr16",89724193,"NM_001083314","CHMP1A"
"chr20",18268927,"NM_001083330","ZNF133"
"chr19",44860856,"NM_001083335","ZNF112"
"chr6",109416356,"NM_001083535","CEP57L1"
"chr9",95709601,"NM_001083536","FGD3"
"chr8",12051624,"NM_001083537","FAM86B1"
"chr17",5185558,"NM_001083585","RABEP1"
"chr8",86089619,"NM_001083588","E2F5"
"chr2",27255774,"NM_001083590","TMEM214"
"chr1",64239690,"NM_001083592","ROR1"
"chr16",3507992,"NM_001083600","NAA60"
"chr16",29973351,"NM_001083613","TMEM219"
"chr16",23568696,"NM_001083614","EARS2"
"chr2",171034655,"NM_001083615","MYO3B"
"chr8",53627026,"NM_001083617","RB1CC1"
"chr1",22778344,"NM_001083621","ZBTB40"
"chr18",9136751,"NM_001083625","ANKRD12"
"chr9",117265495,"NM_001083885","WHRN"
"chr14",31495607,"NM_001083893","STRN3"
"chr19",55549632,"NM_001083899","GP6"
"chr4",102734983,"NM_001083907","BANK1"
"chr14",50101948,"NM_001083908","DNAAF2"
"chr10",134901508,"NM_001083909","ADGRA1"
"chr20",1600689,"NM_001083910","SIRPB1"
"chr10",104503727,"NM_001083913","WBP1L"
"chr10",126849624,"NM_001083914","CTBP2"
"chr1",207206101,"NM_001083924","C1orf116"
"chr11",62104774,"NM_001083926","ASRGL1"
"chr2",37458774,"NM_001083946","NDUFAF7"
"chr11",117947727,"NM_001083947","TMPRSS4"
"chr2",43823113,"NM_001083953","THADA"
"chr19",36545783,"NM_001083961","WDR62"
"chr18",53255860,"NM_001083962","TCF4"
"chr1",151763010,"NM_001083963","TDRKH"
"chr7",100861011,"NM_001084","PLOD3"
"chr22",24316680,"NM_001084392","DDT"
"chr22",24309026,"NM_001084393","DDTL"
"chr14",95078714,"NM_001085","SERPINA3"
"chr3",138067508,"NM_001085049","MRAS"
"chr9",130497628,"NM_001085347","TOR2A"
"chrX",106243474,"NM_001085354","MORC4"
"chr3",112218408,"NM_001085357","BTLA"
"chr2",132250064,"NM_001085365","MZT2A"
"chr11",62439126,"NM_001085372","UQCC3"
"chr1",162351520,"NM_001085375","C1orf226"
"chr5",112824527,"NM_001085377","MCC"
"chr4",7436700,"NM_001085382","PSAPL1"
"chr19",58220579,"NM_001085384","ZNF154"
"chr4",37687999,"NM_001085399","RELL1"
"chr6",4079440,"NM_001085401","TEX56P"
"chr5",36241900,"NM_001085411","NADK2"
"chr3",146324003,"NM_001085420","PLSCR5"
"chr17",62461569,"NM_001085423","MILR1"
"chr7",138482739,"NM_001085429","TMEM213"
"chr17",54911256,"NM_001085430","C17orf67"
"chr2",241835573,"NM_001085437","MAB21L4"
"chr2",170550931,"NM_001085447","CFAP210"
"chr3",100120037,"NM_001085451","LNP1"
"chr17",27916610,"NM_001085454","GIT1"
"chr21",31655276,"NM_001085455","KRTAP24-1"
"chr9",69262593,"NM_001085457","ZNG1F"
"chr11",57529234,"NM_001085458","CTNND1"
"chr14",90085494,"NM_001085471","FOXN3"
"chr1",248903151,"NM_001085474","LYPD8"
"chr9",69202204,"NM_001085476","FOXD4L6"
"chr3",51860899,"NM_001085479","IQCF3"
"chr6",117086886,"NM_001085480","FAM162B"
"chr12",116997186,"NM_001085481","MAP1LC3B2"
"chr5",42812024,"NM_001085486","SELENOP"
"chr1",59165747,"NM_001085487","MYSM1"
"chr19",55836708,"NM_001085488","TMEM150B"
"chr3",151531861,"NM_001086","AADAC"
"chr17",79213111,"NM_001086521","NDUFAF8"
"chr2",219134932,"NM_001087","AAMP"
"chr17",74463630,"NM_001088","AANAT"
"chr16",2390747,"NM_001089","ABCA3"
"chr5",7851603,"NM_001089584","C5orf49"
"chr1",16134194,"NM_001089591","UQCRHL"
"chr7",150549565,"NM_001091","AOC1"
"chr17",1012340,"NM_001092","ABR"
"chr12",109577202,"NM_001093","ACACB"
"chr1",156051789,"NM_001093725","MEX3A"
"chr18",66382491,"NM_001093729","CCDC102B"
"chr2",207583120,"NM_001093730","DYTN"
"chr5",64920558,"NM_001093755","TRAPPC13"
"chr17",79791170,"NM_001093767","MCRIP1"
"chr10",81370695,"NM_001093770","SFTPA1"
"chr12",104609557,"NM_001093771","TXNRD1"
"chr17",32483825,"NM_001094","ASIC2"
"chr12",50451420,"NM_001095","ASIC1"
"chr17",40075272,"NM_001096","ACLY"
"chr22",51176652,"NM_001097","ACR"
"chr14",21156932,"NM_001097577","ANG"
"chr1",152974223,"NM_001097589","SPRR3"
"chr10",15139179,"NM_001097590","RPP38"
"chr3",136537861,"NM_001097599","SLC35G2"
"chr11",193080,"NM_001097610","SCGB1C2"
"chr1",47016887,"NM_001097611","KNCN"
"chr1",145827103,"NM_001097612","GPR89A"
"chr7",1596066,"NM_001097620","TMEM184A"
"chr7",5920429,"NM_001097622","OCM"
"chr9",79074068,"NM_001097633","GCNT1"
"chr12",11286843,"NM_001097643","TAS2R30"
"chr22",41865129,"NM_001098","ACO2"
"chr11",122852379,"NM_001098169","BSX"
"chr16",90142338,"NM_001098173","PRDM7"
"chr10",97471536,"NM_001098175","ENTPD1"
"chr2",207082771,"NM_001098199","CMKLR2"
"chr13",99910682,"NM_001098200","GPR18"
"chr17",1959604,"NM_001098202","HIC1"
"chr10",43904696,"NM_001098204","HNRNPF"
"chr3",41240942,"NM_001098209","CTNNB1"
"chr13",108870716,"NM_001098268","LIG4"
"chr22",39883229,"NM_001098270","MGAT3"
"chr5",43313614,"NM_001098272","HMGCS1"
"chr1",13421176,"NM_001098376","PRAMEF15"
"chr1",13641973,"NM_001098376","PRAMEF15"
"chr1",160313354,"NM_001098398","COPA"
"chr21",43430496,"NM_001098402","ZBTB21"
"chrX",49325411,"NM_001098405","GAGE12F"
"chrX",49296746,"NM_001098405","GAGE12F"
"chrX",49334969,"NM_001098405","GAGE12F"
"chrX",49306302,"NM_001098405","GAGE12F"
"chrX",49315858,"NM_001098405","GAGE12F"
"chrX",49178509,"NM_001098406","GAGE12J"
"chrX",49207116,"NM_001098407","GAGE2D"
"chrX",49197563,"NM_001098407","GAGE2D"
"chrX",49226138,"NM_001098407","GAGE2D"
"chrX",49335003,"NM_001098408","GAGE12C"
"chrX",49325445,"NM_001098408","GAGE12C"
"chrX",49306336,"NM_001098408","GAGE12C"
"chrX",49296780,"NM_001098408","GAGE12C"
"chrX",49315892,"NM_001098408","GAGE12C"
"chrX",49344552,"NM_001098408","GAGE12C"
"chrX",49325445,"NM_001098409","GAGE12G"
"chrX",49306336,"NM_001098409","GAGE12G"
"chrX",49296780,"NM_001098409","GAGE12G"
"chrX",49315892,"NM_001098409","GAGE12G"
"chrX",49335003,"NM_001098409","GAGE12G"
"chrX",49296780,"NM_001098410","GAGE12H"
"chrX",49344552,"NM_001098410","GAGE12H"
"chrX",49315892,"NM_001098410","GAGE12H"
"chrX",49306336,"NM_001098410","GAGE12H"
"chrX",49235708,"NM_001098411","GAGE2B"
"chrX",49188081,"NM_001098412","GAGE13"
"chrX",49160125,"NM_001098413","GAGE10"
"chr3",40566369,"NM_001098414","ZNF621"
